message,messageSentiment.score,messageHate.score,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
😂😂,1,0,32362,Non-hateful,3,424,2022-10-27T11:22:39.669024Z,2022-10-27T11:22:39.669067Z,2.228
Must share,2,0,32343,Non-hateful,3,423,2022-10-27T11:22:33.733892Z,2022-10-27T11:22:33.733918Z,2.149
Muslims girls are under Maulana? 😂🤣😂🤣,0,1,32181,Hateful,3,422,2022-10-27T11:21:48.506903Z,2022-10-27T11:21:48.506933Z,4.211
#AkhandBharat,0,1,32142,Non-hateful,3,421,2022-10-27T11:21:35.135770Z,2022-10-27T11:21:35.135797Z,3.214
MERA BHARAT MAHAN-NAMO NAMO NAMAMI-JAI HIND JAI BHARAT.,2,1,32141,Non-hateful,3,420,2022-10-27T11:21:28.871158Z,2022-10-27T11:21:28.871198Z,7.603
16th December 1971,1,0,32135,Non-hateful,3,419,2022-10-27T11:21:19.316754Z,2022-10-27T11:21:19.316783Z,2.046
THIS :(,0,0,32130,Non-hateful,3,418,2022-10-27T11:21:15.090219Z,2022-10-27T11:21:15.090251Z,2.597
According to Sickulars,1,1,32089,Hateful,3,417,2022-10-27T11:20:54.847135Z,2022-10-27T11:20:54.847181Z,7.613
योगीजी की झलक सबसे अलग।,2,0,32080,Non-hateful,3,416,2022-10-27T11:20:40.565546Z,2022-10-27T11:20:40.565579Z,25.516
। जय श्री राम ।,2,0,32198,Non-hateful,3,415,2022-10-27T11:02:54.827137Z,2022-10-27T11:02:54.827166Z,1.801
धोबी का कु... ना घर का ना घाट...,0,1,32167,Hateful,3,414,2022-10-27T11:02:30.565715Z,2022-10-27T11:02:30.565742Z,20.627
राजस्थान का हिंदू जाग रहा है।,0,1,32101,Non-hateful,3,413,2022-10-27T11:02:03.665099Z,2022-10-27T11:02:03.665130Z,11.728
Difference is clear,0,0,32083,Non-hateful,3,412,2022-10-27T11:01:47.698285Z,2022-10-27T11:01:47.698314Z,2.702
कभी 50 रुपये कमाने वाले ‘जेठालाल’ आज हैं इतनी संपत्ति के मालिक,1,1,32060,Non-hateful,3,411,2022-10-27T11:01:41.680271Z,2022-10-27T11:01:41.680298Z,44.735
जय श्री राधे गोविन्द,2,0,32030,Non-hateful,3,410,2022-10-27T11:00:52.393458Z,2022-10-27T11:00:52.393489Z,6.592
शेयर करो हिंदुओं,1,1,32015,Non-hateful,3,409,2022-10-27T11:00:42.273800Z,2022-10-27T11:00:42.273829Z,14.565
Kya hoga is party ka Baghwan jane....,0,1,32014,Non-hateful,3,408,2022-10-27T11:00:25.681320Z,2022-10-27T11:00:25.681363Z,4.063
भारत माता की जय,2,0,32006,Non-hateful,3,407,2022-10-27T11:00:18.153762Z,2022-10-27T11:00:18.153791Z,4.943
🚩🙏जय श्रीराम🙏🚩,2,0,31956,Non-hateful,3,406,2022-10-27T10:59:41.414165Z,2022-10-27T10:59:41.414191Z,2.469
डिजिटल क्रांति,1,0,31955,Non-hateful,3,405,2022-10-27T10:59:36.863311Z,2022-10-27T10:59:36.863340Z,16.119
जय श्री राम,2,0,31902,Non-hateful,3,404,2022-10-27T10:59:05.522866Z,2022-10-27T10:59:05.522911Z,2.344
#AkhandBharat,0,1,31873,Non-hateful,3,403,2022-10-27T10:58:56.338525Z,2022-10-27T10:58:56.338554Z,4.391
Fraud Article 35(A) is going to be declared illegal and removed. All arrangements done.,0,0,31841,Non-hateful,3,402,2022-10-27T10:58:42.839308Z,2022-10-27T10:58:42.839342Z,6.351
"प्रशांत किशोर ने लिख दिया था ऐसा,PM मोदी के ऑफिस से आ गया था फोन,जानिए क्या",1,0,31827,Non-hateful,2,401,2022-10-27T10:38:52.828528Z,2022-10-27T10:38:52.828555Z,11.378
एक छोटी सी मुहिम से जुड़ते चले अगली बार पछताना ना पड़े इसके लिए अभी से बंगाल के शेर को बंगाल के CM के लिए suvendu adhikari के नाम के ग्रूप से जुड़ते चले ।ग्रूप से जुड़ने को लिंक पर click करे https://www.facebook.com/groups/1093490687803573/?ref=share,1,0,31826,Non-hateful,2,400,2022-10-27T10:38:39.468158Z,2022-10-27T10:38:39.468188Z,24.762
