message,messageSentiment.score,messageHate.score
शख्सियत ऐसी बनाओ कि सियासत भी सहारा मांगे.......,1,0
"#रामेश्वरम मंदिर , रामनाथपुरम ,तमिलनाडु इस मंदिर परिसर में मौजूद हैं 22 कुंड, पानी में डूबकी लगाने से दूर होते हैं रोग और कष्ट रामेश्वरम मंदिर हिंदुओं के पवित्र तीर्थस्थलों में से एक स्थान है। यह पवित्र तीर्थस्थल तमिलनाडु के रामनाथपुरम जिले में स्थित है। भारतीय धर्मग्रंथों में बद्रीनाथ, द्वारका, जगन्नाथ पुरी और रामेश्वरम यात्रा का अपना ही महत्व है। यह तीर्थ हिंदुओं के चार धामों में से एक प्रमुख है। इसके अलावा मंदिर में स्थापित शिवलिंग बारह ज्योतिर्लिंगों में से एक शिवलिंग माना जाता है। इस मंदिर को रामनाथस्वामी मंदिर के नाम से भी जाना जाता हैं। यह भगवान शिव का एक हिन्दू मंदिर है जो देशभर में प्रसिद्ध मंदिर है। रामेश्वरम में हर साल लाखों श्रृद्धालु दर्शन के लिए पहुंचते है। शिवलिंग के रूप में इस मंदिर में मुख्य भगवान श्री रामनाथस्वामी को माना जाता है। मंदिर में देखने को मिलती है अलग-अलग शिल्पी मंदिर लगभग 15 एकड़ के क्षेत्र में बना हुआ है। मंदिर में आपको कई प्रकाल के वास्तुशिल्पी देखने को मिलती है। मंदिर वैष्णववाद और शैववाद का संगम माना जाता है। मंदिर में कला के साथ-साथ कई प्रकार की अलग-अलग शिल्पी भी देखने को मिलेती है। इसका सबसे बड़ा कारण मंदिर की देखरेख व रक्षा कई राजाओं द्वारा किए जाने का है। चमत्कारिक है यहां तीर्थम से निकलने वाला पानी रामनाथ स्वामी मंदिर के बारे में मान्यता है कि यहां स्थित अग्नि तीर्थम में जो भी श्रद्धालु स्नान करते है उनके सारे पाप धुल जाते हैं। इस तीर्थम से निकलने वाले पानी को चमत्कारिक गुणों से युक्त माना जाता है। लोगों का मानना है कि इस के पानी में डुबकी लगाने वाले लोगों के सभी दुख कष्ट दूर होते हैं और पापों से मुक्ति मिलती है। ये भी कहा जाता है कि इस पानी में नहाने के बाद सभी रोग−कष्ट दूर हो जाते हैं। इसके अलावा इस मंदिर के परिसर में 22 कुंड है जिसमें श्रद्धालु पूजा से पहले स्नान करते हैं। रामायण काल से जुड़ा है मंदिर में स्थापित शिवलिंग का महत्व रामायण युग में भगवान राम द्वारा शिवजी की पूजा अर्चना कर ही रामानाथस्वामी (शिवजी) के शिवलिंग को स्थापित किया गया था। रामायण के अनुसार एक साधु ने श्रीराम को कहा था कि शिवलिंग स्थापित करने से वहां रावण के वध के पाप से मुक्ति पा सकते हैं। इसीलिए श्रीराम ने भगवान हनुमानजी को कैलाश पर्वत पर एक शिवलिंग लाने के लिए भेजा लेकिन वह शिवलिंग लेकर समय पर वापस ना लौट सके। इसीलिए माता सीता ने मिट्टी की मदद से एक शिवलिंग तैयार किया जिसे रामलिंग कहा जाता है और हनुमान जी वापस लौटे तो उन्हें यह देखकर बहुत दुख लगा। उनके दुख को देखकर भगवान श्रीराम ने उस शिवलिंग का नाम वैश्वलिंगम रखा। इसी कारण रामनाथस्वामी मंदिर को वैष्णववाद और शैववाद दोनों का संगम कहा जाता है।",1,0
दलित आतंकवाद अपने चरम पर है। समझ नहीं आता कि देशद्रोहीयों ले लड़े या इनसें.. St/sc act के दुरूपयोग से देश बर्बादी की ओर जा रहा है..,0,1
"शाहजहाँ ने बताया था... हिंदू_क्यों_गुलाम_हुआ ? मुग़ल बादशाह शाहजहाँ लाल किले में तख्त-ए-ताऊस पर बैठा हुआ था। तख्त-ए-ताऊस काफ़ी ऊँचा था । उसके एक तरफ़ थोड़ा नीचे अग़ल-बग़ल दो और छोटे-छोटे तख्त लगे हुए थे । एक तख्त पर मुगल वज़ीर दिलदार खां बैठा हुआ था और दूसरे तख्त पर मुगल सेनापति सलावत खां बैठा था । सामने सूबेदार-सेनापति -अफ़सर और दरबार का खास हिफ़ाज़ती दस्ता मौजूद था । उस दरबार में इंसानों से ज्यादा क़ीमत बादशाह के सिंहासन तख्त-ए-ताऊस की थी । तख्त-ए-ताऊस में 30 करोड़ रुपए के हीरे और जवाहरात लगे हुए थे । इस तख्त की भी अपनी कथा-व्यथा थी । तख्त-ए-ताऊस का असली नाम मयूर सिंहासन था । 300 साल पहले यही मयूर सिंहासन देवगिरी के यादव राजाओं के दरबार की शोभा था । यादव राजाओं का सदियों तक गोलकुंडा के हीरों की खदानों पर अधिकार रहा था । यहां से निकलने वाले बेशक़ीमती हीरे, मणि, माणिक, मोती..मयूर सिंहासन के सौंदर्य को दीप्त करते थे । लेकिन समय चक्र पलटा.. दिल्ली के क्रूर सुल्तान अलाउदद्दीन खिलजी ने यादव राज रामचंद्र पर हमला करके उनकी अरबों की संपत्ति के साथ ये मयूर सिंहासन भी लूट लिया। इसी मयूर सिंहासन को फारसी भाषा में तख्त-ए-ताऊस कहा जाने लगा। दरबार का अपना सम्मोहन होता है और इस सम्मोहन को राजपूत वीर अमर सिंह राठौर ने अपनी पद चापों से भंग कर दिया । अमर सिंह राठौर.. शाहजहां के तख्त की तरफ आगे बढ़ रहे थे । तभी मुगलों के सेनापति सलावत खां ने उन्हें रोक दिया । सलावत खां- ठहर जाओ... अमर सिंह जी... आप 8 दिन की छुट्टी पर गए थे और आज 16वें दिन तशरीफ़ लाए हैं । अमर सिंह- मैं राजा हूँ । मेरे पास रियासत है फौज है.. किसी का गुलाम नहीं । सलावत खां- आप राजा थे... अब हम आपके सेनापति हैं... आप मेरे मातहत हैं । आप पर जुर्माना लगाया जाता है... शाम तक जुर्माने के सात लाख रुपए भिजवा दीजिएगा । अमर सिंह- अगर मैं जुर्माना ना दूँ ! सलावत खां- (तख्त की तरफ देखते हुए) हुज़ूर... ये काफिर आपके सामने हुकूम उदूली कर रहा है। अमर सिंह के कानों ने काफिर शब्द सुना । उनका हाथ तलवार की मूंठ पर गया... तलवार बिजली की तरह निकली और सलावत खां की गर्दन पर गिरी । मुगलों के सेनापति सलावत खां का सिर जमीन पर आ गिरा... अकड़ कर बैठा सलावत खां का धड़ धम्म से नीचे गिर गया । दरबार में हड़कंप मच गया... वज़ीर फ़ौरन हरकत में आया वो बादशाह का हाथ पकड़कर भागा और उन्हें सीधे तख्त-ए-ताऊस के पीछे मौजूद कोठरीनुमा कमरे में ले गया । उसी कमरे में दुबक कर वहां मौजूद खिड़की की दरार से वज़ीर और बादशाह दरबार का मंज़र देखने लगे । दरबार की हिफ़ाज़त में तैनात ढाई सौ सिपाहियों का पूरा दस्ता अमर सिंह पर टूट पड़ा था । देखते ही देखते... अमर सिंह ने शेर की तरह सारे भेड़ियों का सफ़ाया कर दिया । बादशाह- हमारी 300 की फौज का सफ़ाया हो गया... या खुदा ! वज़ीर- जी जहाँपनाह बादशाह- अमर सिंह बहुत बहादुर है... उसे किसी तरह समझा बुझाकर ले आओ... कहना हमने माफ किया ! वज़ीर- जी जहाँपनाह ! हुजूर... लेकिन आँखों पर यक़ीन नहीं होता... समझ में नहीं आता... अगर हिंदू इतना बहादुर है तो फिर गुलाम कैसे हो गया ? बादशाह- अच्छा... सवाल वाजिब है... जवाब कल पता चल जाएगा । अगले दिन फिर बादशाह का दरबार सजा । शाहजहां- अमर सिंह का कुछ पता चला । वजीर- नहीं जहाँपनाह... अमर सिंह के पास जाने का जोखिम कोई नहीं उठाना चाहता है । शाहजहां- क्या कोई नहीं है जो अमर सिंह को यहां ला सके ? दरबार में अफ़ग़ानी, ईरानी, तुर्की... बड़े बड़े रुस्तम-ए-जमां मौजूद थे । लेकिन कल अमर सिंह के शौर्य को देखकर सबकी हिम्मत जवाब दे रही थी। आखिर में एक राजपूत वीर आगे बढ़ा.. नाम था... अर्जुन सिंह। अर्जुन सिंह- हुज़ूर आप हुक्म दें... मैं अभी अमर सिंह को ले आता हूँ । बादशाह ने वज़ीर को अपने पास बुलाया और कान में कहा.. यही तुम्हारे कल के सवाल का जवाब है... हिंदू बहादुर है लेकिन इसीलिए गुलाम हुआ.. देखो.. यही वजह है। अर्जुन सिंह... अमर सिंह के रिश्तेदार थे । अर्जुन सिंह ने अमर सिंह को धोखा देकर उनकी हत्या कर दी । अमर सिंह नहीं रहे लेकिन उनका स्वाभिमान इतिहास में स्वर्ण अक्षरों में प्रकाशित है । इतिहास में ऐसी बहुत सी कथाएँ हैं जिनसे सबक़ लेना आज भी बाकी है । हिंदू- शाहजहाँ के दरबारी, इतिहासकार और यात्री अब्दुल हमीद लाहौरी की किताब बादशाहनामा से ली गईं ऐतिहासिक कथा। कृपया शेयर करें। मैंने कभी किसी पोस्ट को शेयर करने का निवेदन नहीं किया, पर यह पोस्ट अधिक से अधिक लोग कॉपी करके अपने स्वयं द्वारा पोस्ट किजिए 70 साल में हिंदू नहीं समझा कि एक परिवार देश को मुस्लिम राष्ट्र बनाना चाहता है 😡 5 साल में मुसलमान समझ गया कि मोदी हिन्दू राष्ट्र बनाना चाहता हैं। 😷😷देश के दो टुकड़े कर दिए गये, मगर कही से कोई आवाज नहीं आई?😒 आधा कश्मीर चला गया कोई शोर नहीं?😒तिब्बत चला गया कही कोई विद्रोह नहीं हुआ?😒आरक्षण, एमरजेंसी, ताशकंद, शिमला, सिंधु जैसे घाव दिए गये मगर किसी ने उफ्फ नहीं की ?😒2G स्पेक्ट्रम, कोयला, CWG, ऑगस्टा वेस्टलैंड, बोफोर्स जैसे कलंक लगे मगर किसी ने चूँ नहीं की?😒वीटो पावर चीन को दे आये कही ट्रेन नहीं रोकी.😒लाल बहादुर जैसा लाल खो दिया किसी ने मोमबत्ती जलाकर सीबीआई जाँच की मांग नहीं की?😒 माधवराव, राजेश पायलट जैसे नेता मार दिये, कोई फर्क नहीं?😒 परन्तु जैसे ही गौ मांस बंद किया, प्रलय आ गई..🙁 जैसे ही राष्ट्रगान अनिवार्य किया चींख पड़े..😕 वंदे मातरम्, भारत माता की जय बोलने को कहा तो जीभ सिल गई..🙁 नोटबंदी, GST पर तांडव करने लगे..🙁 आधार को निराधार करने की होड़ मच गई..😕अपने ही देश में शरणार्थी बने कश्मीर के पंडितो पर किसी को दर्द नहीं हुआ..☹️ रोहिंग्या मुसलमानों के लिये दर्द फूट रहा हैं।😠 किसी ने सच ही कहा था: देश को डस लिया ज़हरीले नागो ने, घर को लगा दी आग घर के चिरागों ने। विचार करना...... कांग्रेस ने हिन्दुओं को नामर्द बना दिया है👆 आतंकवाद के कारण कश्मीर (truncated)",1,0
"एक भाई ने पूछा :-भाई,ये kiran yadav करती क्या है?? भाई ऊँगली करती है ऊँगली कभी बीजेपी संघ को , कभी खुद को 😝",1,0
जो खुद करोड़ो अरबो के बंगलो में रहते है वो कहते है हमे कश्मीरियों की चिंता है।,0,1
"साऊथ इंडिया के इन हीरो-हिरोहीन ने शादी करने के बाद हनीमून पर ना जाकर मंदिर-मंदिर घूमकर गरीबो को खिला रहे है खाना,चारो तरफ हो रही है तारीफ।",0,1
एक प्रधानमंत्री भारतीय मुसलमानों को कोरोनाग्रस्त क्षेत्रों से निकालकर भारत ला रहा है। एक मुसलमान कोरोना से इसी प्रधानमंत्री के मरने की दुआ मांग रहा है।बाकी तथाकथित अच्छे मुसलमान चुप रहते हैं।,0,1
"वह बातें जिनको पत्नियां अपने पति से छुपाना चाहती है, जान लीजिए कौन सी है वह बातें",1,1
नमो नमो,2,1
देखे वीडियो कैसे पश्चिम बंगाल में मुस्लिम लोग ममता बैनर्जी की पोल खोल रहे है और मोदी की तारीफ कर रहे है।,1,0
"हज के द्वारा इसलिए करोना वायरस सबसे तेजी से फैला क्योंकि वहां एक जन्नत का दरवाजा है जिसे सब चूमते हैं उसे इटली से आए मुस्लिम भी चूमे उसे चीन से आए मुस्लिम भी चुमें, ईरान से आए मुस्लिमों ने भी चूमा और उसे भारत और पाकिस्तान से गए मुस्लिमों ने भी चूमा जब तक सऊदी अरब सरकार को पता चला तब तक देर हो चुकी थी आनन-फानन में पूरा काबा ही नहीं पूरा मक्का मदीना खाली करवाया गया उसे पूरी तरह से सैनिटाइज करवा कर काबा को बंद कर दिया गया न्यूज़ सोर्स - JP बाबा",0,1
#Afghanistan में फंसे थे तमाल तो मोदी शाह से कह रहे थे बचाओ बचाओ... बंगाल आते ही बांधे #Talibans की तारीफों के पुल #AfghanistanCrisis #Taliban,0,1
दलित भाइयों को ठग कर बौद्ध बनाने वाले दलित नेता को पोल खोल दी असली शुद्र ने ।,0,1
"किसान नेता का बड़ा बयान भारत बंद में ना दे कोई साथ,ये किसान नही बल्कि आतंकवादी...",0,1
पाकिस्तान में प्रताड़ित होने वाला एक और हिन्दू परिवार भारत में शरण लेने आया है। इस परिवार में 10 लोग हैं। ये लोग नेपाल के जरिए भारत आए हैं। https://t.co/GqDQkyQDAv:=:https://hindi.opindia.com/national/one-more-10-members-pakistan-hindu-family-from-dalit-community-shifted-in-india-via-nepal/,1,0
"In Bareilly, Hindus write ""this house is for sale"" outside their house This is because they are worried after peacefuls regularly harass their daughter Where are the people who cry when peacefuls are 'allegedly' denied rental house?",0,1
"रामायण का एक बहुत ही मार्मिक दुश्य याद आता है जब पिता के वचन का पालन करने के लिए सम्पूर्ण अयोध्या वासियों की आँखो को अश्रु पूरित कर भगवान श्रीराम 14 बर्ष का वनवास भोगने वन के लिए निकलें चित्रकूट में गंगा नदी के तट पर नदी पार करने के लिए उस बडभागे खेवट से कहाँ जिसने अपने चतुराई और प्रेम से भगवान राम के चरण कमल रज प्राप्त की ! और प्रभु श्री राम को गंगा नदी पार कराता है | जब गंगा नदी पार करके खेवट को उतराई देने का समय आता है तो सम्पूर्ण संसार को देने वाले प्रभु श्री राम थोडा सकुचां जाते है कि खेवट को क्या दे क्योंकि वो अयोध्या से कोई धन लेकर तो नही चले थे उनके पास तो केवल उनका सत्व था , संस्कार थे , गुण थे , दयालुता थी , करूणा थी , आदर्श थे तब स्वयं लक्षमी का रूप माता सीता ने प्रभु के भावों को भापकर अपनी अंगुली से अंगूठी निकाली और प्रभु के हाथ में रख दी ताकि प्रभु उसे खेवट को मेहनताने के रूप में सौंप सकें लेकिन खेवट ने यह कहकर उस अंगूठी को लेने से मना कर दिया कि मे भी खेवट हूँ आप भी खेवट है में लोगों को नदी पार लाता हूँ और आप भी लोगों की नैया जीवन के भवसागर पार लगाते है अतः जब में आपके द्वार आऊ तो आप मेरी नैया पार लगा देना ! सीखने योग्य एक बात यह भी है कि जब पति की आर्थिक स्थिति ठीक ना हो तो पति को कधां से कधां मिलाकर उसका सहयोग करना चाहिए ना कि हजार फालतू के खर्चे गिनाकर उसके सीने पर मूगं दलें और वास्तव में भारतीय महिलाओं ने रामायणके इस संदेश का बखूबी पालन किया है वैसै देखा जाये तो महर्षि वाल्मिकी ने भी रामायण इसलिए नही रची थी की आने वाले समय में मानव जगत इसें पूजे और इसका पाठ करे उनका उदेशय यह था कि संसार कआ प्रत्येक मनुष्य इसके आदर्शो पर चले और रामराज्य अनन्त काल तक चलता रहे लेकिन वास्तव में ऐसा नही है जैसै रामायण संदेश देती है कि कैसे जब भरत जी को पता चला की उनके भाई राम अप्रत्यक्ष रुप से उनके कारण वनवास पर है तब प्रभु राम को मनाने वन की और चल दिये और भगवान से भेंट की और उन्हें मनाने का और वापस अयोध्या आकर राजपाट सभालनें का आदेश दिया लेकिन वचन के आगे विवश प्रभु ने जा ना सकें तब भरत जी ने प्रभु जी की चरण पादुकाओ को अपने सिर पर रख लिया और उन्ही पादुकाओ को सिंहासन पर रखकर संन्यासी सा जीवन जीया! लेकिन आज ऐसा समय आ गया है कि जमीन को लेकर जब तक लाठी - भाटा जगं ना हो जाये तब तक कलेजे को ठडं नही पडती इसी प्रकार रामायण सिखाती है कि यादि सेवक हो तो हनुमान जी जैसा, भाई हो तो भरत जी और लक्ष्मण जी जैसा , भले ही अधर्म आपके चारों और हो और आपको अपनों के विरूद्ध खडा होना पडे परन्तु देना हमेशा धर्म और सत्य का साथ चाहिए ये हमें बिभिषण ने सिखाया! मित्र हो तो सुग्रीव जैसा जो कभी भी मित्र का साथ ना छोडें , कर्तव्यनिष्ठ हो जटायु जैसा , कल्याणकारी हो संजीवनी पर्वत जैसा , भक्त हो सबरी जैसी और सेवादार हो खेवट जैसा जो एक सेवा के बदले समस्त संसार के मालिक की चरण रज प्राप्त करलें! लेकिन आज के समय में ये केवल पात्र और पूजनीय बनकर रह गये है इनके आदर्शो को कोई अपना नही रहा ! जैसे सविंधान का पालन आदर्श नागरिक का जीवन जरूरी है वैसै ही रामायण को मानव जीवन का सविंधान मानना चाहिए बस संविधान की तरह उसे क्षीण ना किया जायें!रामानदं सागर का उदेश्य भी रामायण बनाकर पैसे कमाना या ख्याति पाना नही था उनका उदेशय समाज को मर्यादा पुरूषोंतम का जीवन संसार के सामने प्रस्तुत करना था कि संसार रामायण को अपने जीवन में ऊतारे और रामराज की स्थापना करें ! इसकी पुष्टि सागर जी का साक्षात्कार सुनकर कर ले! हालाँकि हम कितना भी प्रयास कर ले फिर भी रामजी के एक पैर के नाखून तक की बराबरी भी नही कर सकते और रामजी क्या किसी भी रामायण के किसी भी पात्र की बराबरी नही कर सकते परन्तु इतना सामर्थय अवशय रखें की मानवता शर्मशार ना हो |",1,0
योगीजी की झलक सबसे अलग।,2,0
यह हैं बंगाल मुस्लिम अल्पसंख्यक महिला मोर्चा की कार्यकर्ता हमारी बहिन शेरनी की दहाड़ सुनकर ममता बानों के होश उड़ गए,1,1
अब नहीं चलेगी OPEC देशों की मनमानी!,0,1
Difference is clear,0,0
"देश का हिन्दू बेवक़ूफ़ नहीं है! मैडम अपनी मूवी हिट करने JNU पोह्ची थी ना! जनता ने आइना दिखा दिआ! मत करो देश की जनता की भावनाओ से खिलवाड़! Please follow, Share and Invite our page and support us !! #hinduism #hindu #kattarhindu #sanatan #sanatandharm #narendramodi #BJP #RSS #yogi #yogiadityanath #amitshah #bhartiyajantaparty https://www.facebook.com/Unitedsanatanfront/",0,1
इमरान से दोस्ती निभाने पाकिस्तान पहुंचे नवजोत सिंह सिद्धू | देश के गद्दारों को देश से बाहर निकाल देना चाहिए😡😡,0,1
कुछ इस तरह बच्चन परिवार की बहू मिली अटल बिहारी बाजपेई से लेकर सोनिया गांधी तक,1,0
मनजीत कुमार को बहुत बहुत बधाई एवं #शुभकामनाएँ है।। #jalamsinghsurana,2,0
पत्नी ऐसी खोजिए जो शादी के बाद ताजमहल नहीं ...... अयोध्या जाने की जिद करें.. ☺️ 🥰 हर हर महादेव🙏,2,0
According to Sickulars,1,1
"🛑🛑🛑🛑⚫⚫🛑🛑🛑🛑 *मोदीजी ने पाकिस्तान की करंसी को नेपाल से भी नीचे गिरा दिया,!!!* *बन्दे ने एक गोली नहीं चलाई पूरा पाकिस्तान उड़ा दिया..!!* 😂😁😂",0,1
"#तबलीगी_जमात ने #भारत को बर्बाद करने की पूरी #साजिश की? अभी सब पकड़े जा रहे है, 900 ताजे कोरोना मरीज देश को दिए तबलीगी जमात ने?",0,1
"उमर अब्दुल्ला, आपने ये बयान देकर सारी सीमाएं लांघ दी -- https://www.amarujala.com/jammu/lok-sabha-election-2019-omar-abdulah-says-jammu-kashmir-state-should-have-its-own-prime-minister",2,0
ये तो कोरोना काल की मजबूरी है वर्ना आप विश्वास करिए अयोध्या धाम में 5 अगस्त को दूसरा कुंभ होता जैसी प्रभु की इच्छा,1,0
"#रतलाम की घटना के बाद यह प्रण लीजिये कि किसी भी सरकार द्वारा अधिग्रहित गए मन्दिर के दानपात्र अथवा चढ़ावे की पेटिका में धन कदापि न डालें !! जहां तक संभव हो, पुजारीजी को सीधे #आर्थिक_सहायता करें ! सरकार द्वारा जबरन अधिग्रहित किये गए मन्दिरों में जाने से परहेज़ करें, जाना आवश्यक हो तो इन मंदिरों में कोई धन, आभूषण इत्यादि के अर्पण से बचें ! आपका धन... आपके विरुद्ध ही प्रयोग होने के हज़ार प्रमाण हैं, अभी तमिलनाडु के एक मन्दिर से 2000 किलो सोना हड़प लिया गया !!",1,0
"पूछा उस आसमान से जब,आतंक का मजहब...! आसमानी किताब का ही, वो जिक्र कर बैठा..!!",1,0
खुलासा इस भारतीय ने रद्द करवाई थी पाकिस्तान और न्यूजीलैंड की मैच सीरीज,0,0
"हिन्दू बहुल एरिया में भी तो मस्जिदें है न, वो अब तक सलामत क्यों है? तोड़ कर साफ करो.. 🐍🐍",0,1
"जानिए क्यों जॉन अब्राहम को बॉक्सर के साथ लड़ाई करना पड़ा जान के लिए दुश्मन, एक्टर ने मुंह से बताया पूरा किस्सा",0,0
एक दूसरे के है बेस्ट फ्रेंड बॉलीवुड के कुछ स्टार्स आइये देखिये,2,0
7 तारीख को राजस्थान कि जनता राजस्थान का भविष्य तय करने जा रही में जनता को जागरूक करने का प्रयास कर रहा हूँ आपका एक वोट कीमती हें आप उसी को वोट करें जो आपके समाज कें किसी भी व्यक्ति पर संकट आया हो और वो व्यक्ति साथ खडा हुआ हो सावधान जूठे वादों कें चक्कर में ना आये आपका वोट बहुत कीमती हें,1,0
राजस्थान का हिंदू जाग रहा है।,0,1
महाराष्ट्र! नए हिन्दू हृदय सम्राट को गले लगाने के लिए तैयार हो जाओ,1,1
"जज RR खान पर भरोसा नहीं, किसी अन्य मजिस्ट्रेट को ट्रांसफर हो मामला: कंगना ने जावेद अख्तर पर ठोका काउंटर केस",0,0
Why Megastar Aazaad Created Mahanayakan | மகா நாயகன் | Tamil Movie | Most Trending | Kamini Dube #MegastarAazaadQuotes #MegastarAazaad #Aazaad #AhamBrahmasmi #RajnarayanDube #Rashtraputra #VandeMataram #BombayTalkiesFoundation #VishwaSahityaParishad #WorldLiteratureOrganization #AazaadFederation #Mahanayakan #TamilMovie #DrBSMoonje,1,0
"राष्ट्रीय स्वयंसेवक संघ के द्वितीय सरसंघचालक माधवराव सदाशिवराव गोलवलकर ने अपना सारा जीवन राष्ट्राभिमुख समाज निर्माण के पवित्र उद्देश्य के लिए समर्पित कर दिया. उनके राष्ट्रसमर्पित जीवन चरित्र को उनके निधन के बाद विभिन्न दलों और साधु-संतों द्वारा व्यक्त किए गए उद्गारों से समझा जा सकता है. सभी वर्गों के नेताओं ने श्री गुरुजी को अजात शत्रु, राष्ट्र संत, संस्कृति के महामानव और मनीषी के सम्बधनों से विभूषित किया.",2,0
"पाकिस्तान और चीन को हिन्दुस्थान के सेनाअध्यक्ष की चेतावनी, दो-तरफा युद्ध के लिए तैयार है हम।",0,0
हाथरस पहुंचे आपिया गिद्ध संजय सिंह पर गांव वालों द्वारा अंडे व स्याही फेंकी गई।,0,0
दुनिया मे 56 मुस्लिम देश है पर आजतक पैन की निब तक नही बनाई।,0,1
तीन शब्दों में आतंक का सच बोल दिया ट्रम्प ने - बेगुनाह और मासूम लोगो को रेडिकल इस्लामिक आतंकवाद से बचाने के लिए मिलकर लड़ना होगा आतंक का धर्म - दुबारा मत पूछना,0,1
RSS volunteers are supplying drinking water in trains for migrant workers traveling to their places of origin.,1,0
"Video of a burqa clad 54 year old woman publicly destroying Lord Ganesha idols in Bahrain at Juffair Mall. She is questioning the sales man that why these idols are kept here? This is a muslim country not an infidel one. The woman was summoned up for intentionally damaging a shop in mall and breaking Lord Ganesh idols. Idol worship is considered forbidden in Islam but this act clearly shows the ugly face of Muslims and their hatred against other religions. We can see that there is no outrage here by sickulars, librandus, leftists, urban naxals and Bollywood Gangs? But if something even miniscule is said in India against any their religion then cities are burnt! Police station are set on fire! And the hypocrisy is still it's called the religion of peace!",0,1
हिन्दू एकता तोड़ने में लगे हुए रंगे सियारो से सावधान,0,1
देश को कोई सुभाष चंद्र बोस नही मिल रहा जो कहे तुम मुझे खून दो मैं तुम्हे जिहाद से मुक्ति दिलाऊँगा,0,1
संजय सिंह और अखिलेश यादव ने चंदा दिया है तो आ जाओ वापस ले जाओ: साक्षी महाराज,0,0
#Payagraj #News #Headlines,1,0
#हज़ारों टन #गेहूं हुआ #बर्बाद ये तस्वीरें #सतना ज़िले के सोहावल गेहूं ख़रीदी केन्द्र की है जहां ग़लत स्थान में ख़रीदी केन्द्र बनाने और फिर पर्याप्त इंतज़ाम नहीं करने से करोड़ों की उपज बर्बाद हो गई।,0,0
"रूस और अमेरिका ने अफ़ग़ानिस्तान को बर्बाद किया, अब चीन इस देश को लूटेगा",0,1
"परसों तक जो अखबार साफ साफ लिख रहे थे कि #राजपूत और #क्षत्रिय फिल्म के खिलाफ हिंसा कर रहे हैं । कल कासगंज की घटना पर उन्हीं अखबारों ने लिखा कि तिरंगा यात्रा पर ""#समुदाय-विशेष"" ने हमला कर दिया । केवल प्रेस्टीट्यूट धड़ा ही नहीं बल्कि लगभग सारे अखबारों का यही हाल है । यदि ये ""समुदायविशेष"" शब्द का प्रयोग किसी प्रोटोकॉल के कारण होता तो उसी प्रोटोकॉल के तहत ये लोग राजपूत और क्षत्रिय शब्द भी नहीं लिखते । लेकिन इसका कारण #प्रोटोकॉल नहीं बल्कि मीडिया वालों का हिन्दू-विरोधी पक्षपात है । कुछ मीडिया-हाउस तो जन्मजात पक्षपाती हैं ही, और कुछ ऐसे भी हैं जो खौफ के कारण ऐसा लिखते हैं । अर्थात् ये कि केवल 20 प्रतिशत शान्तिदूतों ने ही इनके दिल में भारी खौफ पैदा कर रखा है ।",0,0
विश्व प्रसिद्ध फिटनेस ट्रेनर गौरव तनेजा ने हिंदुत्व को निशाना बनाने पर स्वरा भास्कर को आइना दिखा दिया।😂👏,2,0
